date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:33:27	1653/1653	---M--	200	added ('OK')	image/png	date:Tue,%2030%20Jan%202024%2023:57:34%20GMT	https://bracketweb.com/zeinet-html/main-html/assets/images/brand/brand-1-2.png	D:/xampp/htdocs/Laravel/ISP-MS/bracketweb.com/zeinet-html/main-html/assets/images/brand/brand-1-2.png	(from https://bracketweb.com/zeinet-html/main-html/index3-one-page.html)
10:33:28	1616/1616	---M--	200	added ('OK')	image/png	date:Tue,%2030%20Jan%202024%2023:57:34%20GMT	https://bracketweb.com/zeinet-html/main-html/assets/images/brand/brand-1-3.png	D:/xampp/htdocs/Laravel/ISP-MS/bracketweb.com/zeinet-html/main-html/assets/images/brand/brand-1-3.png	(from https://bracketweb.com/zeinet-html/main-html/index3-one-page.html)
10:33:28	2225/2225	---M--	200	added ('OK')	image/png	date:Tue,%2030%20Jan%202024%2023:57:34%20GMT	https://bracketweb.com/zeinet-html/main-html/assets/images/brand/brand-1-4.png	D:/xampp/htdocs/Laravel/ISP-MS/bracketweb.com/zeinet-html/main-html/assets/images/brand/brand-1-4.png	(from https://bracketweb.com/zeinet-html/main-html/index3-one-page.html)
10:33:28	1568/1568	---M--	200	added ('OK')	image/png	date:Tue,%2030%20Jan%202024%2023:57:34%20GMT	https://bracketweb.com/zeinet-html/main-html/assets/images/brand/brand-1-5.png	D:/xampp/htdocs/Laravel/ISP-MS/bracketweb.com/zeinet-html/main-html/assets/images/brand/brand-1-5.png	(from https://bracketweb.com/zeinet-html/main-html/index3-one-page.html)
10:33:29	25440/25440	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Jan%202024%2023:57:34%20GMT	https://bracketweb.com/zeinet-html/main-html/assets/images/blog/news-1.1.jpg	D:/xampp/htdocs/Laravel/ISP-MS/bracketweb.com/zeinet-html/main-html/assets/images/blog/news-1.1.jpg	(from https://bracketweb.com/zeinet-html/main-html/index3-one-page.html)
10:33:29	54297/54297	---M-Z	200	added ('OK')	text/html	date:Tue,%2030%20Jan%202024%2023:57:34%20GMT	https://bracketweb.com/zeinet-html/main-html/news-details.html	D:/xampp/htdocs/Laravel/ISP-MS/bracketweb.com/zeinet-html/main-html/news-details.html	(from https://bracketweb.com/zeinet-html/main-html/index3-one-page.html)
10:33:29	31901/31901	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Jan%202024%2023:57:34%20GMT	https://bracketweb.com/zeinet-html/main-html/assets/images/blog/news-1.2.jpg	D:/xampp/htdocs/Laravel/ISP-MS/bracketweb.com/zeinet-html/main-html/assets/images/blog/news-1.2.jpg	(from https://bracketweb.com/zeinet-html/main-html/index3-one-page.html)
10:33:29	44723/44723	---M--	200	added ('OK')	image/jpeg	date:Tue,%2030%20Jan%202024%2023:57:34%20GMT	https://bracketweb.com/zeinet-html/main-html/assets/images/blog/news-1.3.jpg	D:/xampp/htdocs/Laravel/ISP-MS/bracketweb.com/zeinet-html/main-html/assets/images/blog/news-1.3.jpg	(from https://bracketweb.com/zeinet-html/main-html/index3-one-page.html)
10:33:30	58678/58678	---M-Z	200	added ('OK')	text/html	date:Tue,%2030%20Jan%202024%2023:57:34%20GMT	https://bracketweb.com/zeinet-html/main-html/services.html	D:/xampp/htdocs/Laravel/ISP-MS/bracketweb.com/zeinet-html/main-html/services.html	(from https://bracketweb.com/zeinet-html/main-html/index3-one-page.html)
10:33:31	929814/929814	---M--	200	added ('OK')	image/png	date:Tue,%2030%20Jan%202024%2023:57:34%20GMT	https://bracketweb.com/zeinet-html/main-html/assets/images/shapes/site-footer-shape-bg.png	D:/xampp/htdocs/Laravel/ISP-MS/bracketweb.com/zeinet-html/main-html/assets/images/shapes/site-footer-shape-bg.png	(from https://bracketweb.com/zeinet-html/main-html/index3-one-page.html)
10:33:31	49312/49312	---M-Z	200	added ('OK')	text/html	date:Tue,%2030%20Jan%202024%2023:57:34%20GMT	https://bracketweb.com/zeinet-html/main-html/news.html	D:/xampp/htdocs/Laravel/ISP-MS/bracketweb.com/zeinet-html/main-html/news.html	(from https://bracketweb.com/zeinet-html/main-html/index3-one-page.html)
10:33:31	19941/19941	---M--	200	added ('OK')	image/png	date:Tue,%2030%20Jan%202024%2023:57:34%20GMT	https://bracketweb.com/zeinet-html/main-html/assets/images/resources/logo-2.png	D:/xampp/htdocs/Laravel/ISP-MS/bracketweb.com/zeinet-html/main-html/assets/images/resources/logo-2.png	(from https://bracketweb.com/zeinet-html/main-html/index3-one-page.html)
10:33:31	89501/89501	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2030%20Jan%202024%2023:57:34%20GMT	https://bracketweb.com/zeinet-html/main-html/assets/vendors/jquery/jquery-3.6.0.min.js	D:/xampp/htdocs/Laravel/ISP-MS/bracketweb.com/zeinet-html/main-html/assets/vendors/jquery/jquery-3.6.0.min.js	(from https://bracketweb.com/zeinet-html/main-html/index3-one-page.html)
10:33:32	80427/80427	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2030%20Jan%202024%2023:57:34%20GMT	https://bracketweb.com/zeinet-html/main-html/assets/vendors/bootstrap/js/bootstrap.bundle.min.js	D:/xampp/htdocs/Laravel/ISP-MS/bracketweb.com/zeinet-html/main-html/assets/vendors/bootstrap/js/bootstrap.bundle.min.js	(from https://bracketweb.com/zeinet-html/main-html/index3-one-page.html)
10:33:32	15498/15498	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2030%20Jan%202024%2023:57:34%20GMT	https://bracketweb.com/zeinet-html/main-html/assets/vendors/jarallax/jarallax.min.js	D:/xampp/htdocs/Laravel/ISP-MS/bracketweb.com/zeinet-html/main-html/assets/vendors/jarallax/jarallax.min.js	(from https://bracketweb.com/zeinet-html/main-html/index3-one-page.html)
10:33:32	2381/2381	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2030%20Jan%202024%2023:57:34%20GMT	https://bracketweb.com/zeinet-html/main-html/assets/vendors/jquery-ajaxchimp/jquery.ajaxchimp.min.js	D:/xampp/htdocs/Laravel/ISP-MS/bracketweb.com/zeinet-html/main-html/assets/vendors/jquery-ajaxchimp/jquery.ajaxchimp.min.js	(from https://bracketweb.com/zeinet-html/main-html/index3-one-page.html)
10:33:32	1266/1266	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2030%20Jan%202024%2023:57:34%20GMT	https://bracketweb.com/zeinet-html/main-html/assets/vendors/jquery-appear/jquery.appear.min.js	D:/xampp/htdocs/Laravel/ISP-MS/bracketweb.com/zeinet-html/main-html/assets/vendors/jquery-appear/jquery.appear.min.js	(from https://bracketweb.com/zeinet-html/main-html/index3-one-page.html)
10:33:33	4445/4445	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2030%20Jan%202024%2023:57:34%20GMT	https://bracketweb.com/zeinet-html/main-html/assets/vendors/jquery-circle-progress/jquery.circle-progress.min.js	D:/xampp/htdocs/Laravel/ISP-MS/bracketweb.com/zeinet-html/main-html/assets/vendors/jquery-circle-progress/jquery.circle-progress.min.js	(from https://bracketweb.com/zeinet-html/main-html/index3-one-page.html)
10:33:33	20216/20216	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2030%20Jan%202024%2023:57:34%20GMT	https://bracketweb.com/zeinet-html/main-html/assets/vendors/jquery-magnific-popup/jquery.magnific-popup.min.js	D:/xampp/htdocs/Laravel/ISP-MS/bracketweb.com/zeinet-html/main-html/assets/vendors/jquery-magnific-popup/jquery.magnific-popup.min.js	(from https://bracketweb.com/zeinet-html/main-html/index3-one-page.html)
10:33:33	21090/21090	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2030%20Jan%202024%2023:57:34%20GMT	https://bracketweb.com/zeinet-html/main-html/assets/vendors/jquery-validate/jquery.validate.min.js	D:/xampp/htdocs/Laravel/ISP-MS/bracketweb.com/zeinet-html/main-html/assets/vendors/jquery-validate/jquery.validate.min.js	(from https://bracketweb.com/zeinet-html/main-html/index3-one-page.html)
10:33:34	23882/23882	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2030%20Jan%202024%2023:57:34%20GMT	https://bracketweb.com/zeinet-html/main-html/assets/vendors/nouislider/nouislider.min.js	D:/xampp/htdocs/Laravel/ISP-MS/bracketweb.com/zeinet-html/main-html/assets/vendors/nouislider/nouislider.min.js	(from https://bracketweb.com/zeinet-html/main-html/index3-one-page.html)
10:33:34	9896/9896	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2030%20Jan%202024%2023:57:34%20GMT	https://bracketweb.com/zeinet-html/main-html/assets/vendors/odometer/odometer.min.js	D:/xampp/htdocs/Laravel/ISP-MS/bracketweb.com/zeinet-html/main-html/assets/vendors/odometer/odometer.min.js	(from https://bracketweb.com/zeinet-html/main-html/index3-one-page.html)
10:33:34	140929/140929	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2030%20Jan%202024%2023:57:34%20GMT	https://bracketweb.com/zeinet-html/main-html/assets/vendors/swiper/swiper.min.js	D:/xampp/htdocs/Laravel/ISP-MS/bracketweb.com/zeinet-html/main-html/assets/vendors/swiper/swiper.min.js	(from https://bracketweb.com/zeinet-html/main-html/index3-one-page.html)
10:33:35	31780/31780	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2030%20Jan%202024%2023:57:34%20GMT	https://bracketweb.com/zeinet-html/main-html/assets/vendors/tiny-slider/tiny-slider.min.js	D:/xampp/htdocs/Laravel/ISP-MS/bracketweb.com/zeinet-html/main-html/assets/vendors/tiny-slider/tiny-slider.min.js	(from https://bracketweb.com/zeinet-html/main-html/index3-one-page.html)
10:33:35	2235/2235	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2030%20Jan%202024%2023:57:34%20GMT	https://bracketweb.com/zeinet-html/main-html/assets/vendors/wnumb/wNumb.min.js	D:/xampp/htdocs/Laravel/ISP-MS/bracketweb.com/zeinet-html/main-html/assets/vendors/wnumb/wNumb.min.js	(from https://bracketweb.com/zeinet-html/main-html/index3-one-page.html)
10:33:35	6299/6299	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2030%20Jan%202024%2023:57:34%20GMT	https://bracketweb.com/zeinet-html/main-html/assets/vendors/wow/wow.js	D:/xampp/htdocs/Laravel/ISP-MS/bracketweb.com/zeinet-html/main-html/assets/vendors/wow/wow.js	(from https://bracketweb.com/zeinet-html/main-html/index3-one-page.html)
10:33:35	37772/37772	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2030%20Jan%202024%2023:57:34%20GMT	https://bracketweb.com/zeinet-html/main-html/assets/vendors/isotope/isotope.js	D:/xampp/htdocs/Laravel/ISP-MS/bracketweb.com/zeinet-html/main-html/assets/vendors/isotope/isotope.js	(from https://bracketweb.com/zeinet-html/main-html/index3-one-page.html)
10:33:36	6126/6126	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2030%20Jan%202024%2023:57:34%20GMT	https://bracketweb.com/zeinet-html/main-html/assets/vendors/countdown/countdown.min.js	D:/xampp/htdocs/Laravel/ISP-MS/bracketweb.com/zeinet-html/main-html/assets/vendors/countdown/countdown.min.js	(from https://bracketweb.com/zeinet-html/main-html/index3-one-page.html)
10:33:36	44342/44342	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2030%20Jan%202024%2023:57:34%20GMT	https://bracketweb.com/zeinet-html/main-html/assets/vendors/owl-carousel/owl.carousel.min.js	D:/xampp/htdocs/Laravel/ISP-MS/bracketweb.com/zeinet-html/main-html/assets/vendors/owl-carousel/owl.carousel.min.js	(from https://bracketweb.com/zeinet-html/main-html/index3-one-page.html)
10:33:36	19359/19359	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2030%20Jan%202024%2023:57:34%20GMT	https://bracketweb.com/zeinet-html/main-html/assets/vendors/bxslider/jquery.bxslider.min.js	D:/xampp/htdocs/Laravel/ISP-MS/bracketweb.com/zeinet-html/main-html/assets/vendors/bxslider/jquery.bxslider.min.js	(from https://bracketweb.com/zeinet-html/main-html/index3-one-page.html)
10:33:37	57744/57744	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2030%20Jan%202024%2023:57:34%20GMT	https://bracketweb.com/zeinet-html/main-html/assets/vendors/bootstrap-select/js/bootstrap-select.min.js	D:/xampp/htdocs/Laravel/ISP-MS/bracketweb.com/zeinet-html/main-html/assets/vendors/bootstrap-select/js/bootstrap-select.min.js	(from https://bracketweb.com/zeinet-html/main-html/index3-one-page.html)
10:33:37	10383/10383	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2030%20Jan%202024%2023:57:34%20GMT	https://bracketweb.com/zeinet-html/main-html/assets/vendors/vegas/vegas.min.js	D:/xampp/htdocs/Laravel/ISP-MS/bracketweb.com/zeinet-html/main-html/assets/vendors/vegas/vegas.min.js	(from https://bracketweb.com/zeinet-html/main-html/index3-one-page.html)
10:33:38	24374/24374	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2030%20Jan%202024%2023:57:34%20GMT	https://bracketweb.com/zeinet-html/main-html/assets/vendors/timepicker/timePicker.js	D:/xampp/htdocs/Laravel/ISP-MS/bracketweb.com/zeinet-html/main-html/assets/vendors/timepicker/timePicker.js	(from https://bracketweb.com/zeinet-html/main-html/index3-one-page.html)
10:33:38	457808/457808	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2030%20Jan%202024%2023:57:34%20GMT	https://bracketweb.com/zeinet-html/main-html/assets/vendors/jquery-ui/jquery-ui.js	D:/xampp/htdocs/Laravel/ISP-MS/bracketweb.com/zeinet-html/main-html/assets/vendors/jquery-ui/jquery-ui.js	(from https://bracketweb.com/zeinet-html/main-html/index3-one-page.html)
10:33:38	4944/4944	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2030%20Jan%202024%2023:57:34%20GMT	https://bracketweb.com/zeinet-html/main-html/assets/vendors/circleType/jquery.circleType.js	D:/xampp/htdocs/Laravel/ISP-MS/bracketweb.com/zeinet-html/main-html/assets/vendors/circleType/jquery.circleType.js	(from https://bracketweb.com/zeinet-html/main-html/index3-one-page.html)
10:33:39	924/924	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2030%20Jan%202024%2023:57:34%20GMT	https://bracketweb.com/zeinet-html/main-html/assets/vendors/circleType/jquery.lettering.min.js	D:/xampp/htdocs/Laravel/ISP-MS/bracketweb.com/zeinet-html/main-html/assets/vendors/circleType/jquery.lettering.min.js	(from https://bracketweb.com/zeinet-html/main-html/index3-one-page.html)
10:33:39	31231/31231	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2030%20Jan%202024%2023:57:34%20GMT	https://bracketweb.com/zeinet-html/main-html/assets/js/zeinet.js	D:/xampp/htdocs/Laravel/ISP-MS/bracketweb.com/zeinet-html/main-html/assets/js/zeinet.js	(from https://bracketweb.com/zeinet-html/main-html/index3-one-page.html)
10:33:40	136822/136822	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2030%20Jan%202024%2023:57:34%20GMT	https://bracketweb.com/zeinet-html/main-html/assets/vendors/fontawesome/webfonts/fa-brands-400.eot	D:/xampp/htdocs/Laravel/ISP-MS/bracketweb.com/zeinet-html/main-html/assets/vendors/fontawesome/webfonts/fa-brands-400.eot	(from https://bracketweb.com/zeinet-html/main-html/assets/vendors/fontawesome/css/all.min.css)
10:33:40	136822/136822	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2030%20Jan%202024%2023:57:34%20GMT	https://bracketweb.com/zeinet-html/main-html/assets/vendors/fontawesome/webfonts/fa-brands-400.eot?	D:/xampp/htdocs/Laravel/ISP-MS/bracketweb.com/zeinet-html/main-html/assets/vendors/fontawesome/webfonts/fa-brands-400d41d.eot	(from https://bracketweb.com/zeinet-html/main-html/assets/vendors/fontawesome/css/all.min.css)
10:33:40	78460/78460	---M--	200	added ('OK')	font/woff2	date:Tue,%2030%20Jan%202024%2023:57:34%20GMT	https://bracketweb.com/zeinet-html/main-html/assets/vendors/fontawesome/webfonts/fa-brands-400.woff2	D:/xampp/htdocs/Laravel/ISP-MS/bracketweb.com/zeinet-html/main-html/assets/vendors/fontawesome/webfonts/fa-brands-400.woff2	(from https://bracketweb.com/zeinet-html/main-html/assets/vendors/fontawesome/css/all.min.css)
10:33:41	136516/136516	---M-Z	200	added ('OK')	font/ttf	date:Tue,%2030%20Jan%202024%2023:57:34%20GMT	https://bracketweb.com/zeinet-html/main-html/assets/vendors/fontawesome/webfonts/fa-brands-400.ttf	D:/xampp/htdocs/Laravel/ISP-MS/bracketweb.com/zeinet-html/main-html/assets/vendors/fontawesome/webfonts/fa-brands-400.ttf	(from https://bracketweb.com/zeinet-html/main-html/assets/vendors/fontawesome/css/all.min.css)
10:33:41	92136/92136	---M--	200	added ('OK')	font/woff	date:Tue,%2030%20Jan%202024%2023:57:34%20GMT	https://bracketweb.com/zeinet-html/main-html/assets/vendors/fontawesome/webfonts/fa-brands-400.woff	D:/xampp/htdocs/Laravel/ISP-MS/bracketweb.com/zeinet-html/main-html/assets/vendors/fontawesome/webfonts/fa-brands-400.woff	(from https://bracketweb.com/zeinet-html/main-html/assets/vendors/fontawesome/css/all.min.css)
10:33:42	34350/34350	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2030%20Jan%202024%2023:57:34%20GMT	https://bracketweb.com/zeinet-html/main-html/assets/vendors/fontawesome/webfonts/fa-regular-400.eot	D:/xampp/htdocs/Laravel/ISP-MS/bracketweb.com/zeinet-html/main-html/assets/vendors/fontawesome/webfonts/fa-regular-400.eot	(from https://bracketweb.com/zeinet-html/main-html/assets/vendors/fontawesome/css/all.min.css)
10:33:42	34350/34350	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2030%20Jan%202024%2023:57:34%20GMT	https://bracketweb.com/zeinet-html/main-html/assets/vendors/fontawesome/webfonts/fa-regular-400.eot?	D:/xampp/htdocs/Laravel/ISP-MS/bracketweb.com/zeinet-html/main-html/assets/vendors/fontawesome/webfonts/fa-regular-400d41d.eot	(from https://bracketweb.com/zeinet-html/main-html/assets/vendors/fontawesome/css/all.min.css)
10:33:42	747545/747545	---M-Z	200	added ('OK')	image/svg+xml	date:Tue,%2030%20Jan%202024%2023:57:34%20GMT	https://bracketweb.com/zeinet-html/main-html/assets/vendors/fontawesome/webfonts/fa-brands-400.svg	D:/xampp/htdocs/Laravel/ISP-MS/bracketweb.com/zeinet-html/main-html/assets/vendors/fontawesome/webfonts/fa-brands-400.svg	(from https://bracketweb.com/zeinet-html/main-html/assets/vendors/fontawesome/css/all.min.css)
10:33:42	13548/13548	---M--	200	added ('OK')	font/woff2	date:Tue,%2030%20Jan%202024%2023:57:34%20GMT	https://bracketweb.com/zeinet-html/main-html/assets/vendors/fontawesome/webfonts/fa-regular-400.woff2	D:/xampp/htdocs/Laravel/ISP-MS/bracketweb.com/zeinet-html/main-html/assets/vendors/fontawesome/webfonts/fa-regular-400.woff2	(from https://bracketweb.com/zeinet-html/main-html/assets/vendors/fontawesome/css/all.min.css)
10:33:43	16772/16772	---M--	200	added ('OK')	font/woff	date:Tue,%2030%20Jan%202024%2023:57:34%20GMT	https://bracketweb.com/zeinet-html/main-html/assets/vendors/fontawesome/webfonts/fa-regular-400.woff	D:/xampp/htdocs/Laravel/ISP-MS/bracketweb.com/zeinet-html/main-html/assets/vendors/fontawesome/webfonts/fa-regular-400.woff	(from https://bracketweb.com/zeinet-html/main-html/assets/vendors/fontawesome/css/all.min.css)
10:33:43	34052/34052	---M-Z	200	added ('OK')	font/ttf	date:Tue,%2030%20Jan%202024%2023:57:34%20GMT	https://bracketweb.com/zeinet-html/main-html/assets/vendors/fontawesome/webfonts/fa-regular-400.ttf	D:/xampp/htdocs/Laravel/ISP-MS/bracketweb.com/zeinet-html/main-html/assets/vendors/fontawesome/webfonts/fa-regular-400.ttf	(from https://bracketweb.com/zeinet-html/main-html/assets/vendors/fontawesome/css/all.min.css)
10:33:43	144714/144714	---M-Z	200	added ('OK')	image/svg+xml	date:Tue,%2030%20Jan%202024%2023:57:34%20GMT	https://bracketweb.com/zeinet-html/main-html/assets/vendors/fontawesome/webfonts/fa-regular-400.svg	D:/xampp/htdocs/Laravel/ISP-MS/bracketweb.com/zeinet-html/main-html/assets/vendors/fontawesome/webfonts/fa-regular-400.svg	(from https://bracketweb.com/zeinet-html/main-html/assets/vendors/fontawesome/css/all.min.css)
10:33:43	204814/204814	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2030%20Jan%202024%2023:57:34%20GMT	https://bracketweb.com/zeinet-html/main-html/assets/vendors/fontawesome/webfonts/fa-solid-900.eot	D:/xampp/htdocs/Laravel/ISP-MS/bracketweb.com/zeinet-html/main-html/assets/vendors/fontawesome/webfonts/fa-solid-900.eot	(from https://bracketweb.com/zeinet-html/main-html/assets/vendors/fontawesome/css/all.min.css)
10:33:44	204814/204814	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2030%20Jan%202024%2023:57:34%20GMT	https://bracketweb.com/zeinet-html/main-html/assets/vendors/fontawesome/webfonts/fa-solid-900.eot?	D:/xampp/htdocs/Laravel/ISP-MS/bracketweb.com/zeinet-html/main-html/assets/vendors/fontawesome/webfonts/fa-solid-900d41d.eot	(from https://bracketweb.com/zeinet-html/main-html/assets/vendors/fontawesome/css/all.min.css)
10:33:44	104280/104280	---M--	200	added ('OK')	font/woff	date:Tue,%2030%20Jan%202024%2023:57:34%20GMT	https://bracketweb.com/zeinet-html/main-html/assets/vendors/fontawesome/webfonts/fa-solid-900.woff	D:/xampp/htdocs/Laravel/ISP-MS/bracketweb.com/zeinet-html/main-html/assets/vendors/fontawesome/webfonts/fa-solid-900.woff	(from https://bracketweb.com/zeinet-html/main-html/assets/vendors/fontawesome/css/all.min.css)
10:33:44	80300/80300	---M--	200	added ('OK')	font/woff2	date:Tue,%2030%20Jan%202024%2023:57:34%20GMT	https://bracketweb.com/zeinet-html/main-html/assets/vendors/fontawesome/webfonts/fa-solid-900.woff2	D:/xampp/htdocs/Laravel/ISP-MS/bracketweb.com/zeinet-html/main-html/assets/vendors/fontawesome/webfonts/fa-solid-900.woff2	(from https://bracketweb.com/zeinet-html/main-html/assets/vendors/fontawesome/css/all.min.css)
10:33:44	204528/204528	---M-Z	200	added ('OK')	font/ttf	date:Tue,%2030%20Jan%202024%2023:57:34%20GMT	https://bracketweb.com/zeinet-html/main-html/assets/vendors/fontawesome/webfonts/fa-solid-900.ttf	D:/xampp/htdocs/Laravel/ISP-MS/bracketweb.com/zeinet-html/main-html/assets/vendors/fontawesome/webfonts/fa-solid-900.ttf	(from https://bracketweb.com/zeinet-html/main-html/assets/vendors/fontawesome/css/all.min.css)
10:33:45	917575/917575	---M-Z	200	added ('OK')	image/svg+xml	date:Tue,%2030%20Jan%202024%2023:57:34%20GMT	https://bracketweb.com/zeinet-html/main-html/assets/vendors/fontawesome/webfonts/fa-solid-900.svg	D:/xampp/htdocs/Laravel/ISP-MS/bracketweb.com/zeinet-html/main-html/assets/vendors/fontawesome/webfonts/fa-solid-900.svg	(from https://bracketweb.com/zeinet-html/main-html/assets/vendors/fontawesome/css/all.min.css)
10:33:45	25536/25536	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2030%20Jan%202024%2023:57:34%20GMT	https://bracketweb.com/zeinet-html/main-html/assets/vendors/zeinet-icons/fonts/icomoon.eot?brhiak	D:/xampp/htdocs/Laravel/ISP-MS/bracketweb.com/zeinet-html/main-html/assets/vendors/zeinet-icons/fonts/icomoon71f6.eot	(from https://bracketweb.com/zeinet-html/main-html/assets/vendors/zeinet-icons/style.css)
10:33:45	25372/25372	---M-Z	200	added ('OK')	font/ttf	date:Tue,%2030%20Jan%202024%2023:57:34%20GMT	https://bracketweb.com/zeinet-html/main-html/assets/vendors/zeinet-icons/fonts/icomoon.ttf?brhiak	D:/xampp/htdocs/Laravel/ISP-MS/bracketweb.com/zeinet-html/main-html/assets/vendors/zeinet-icons/fonts/icomoon71f6.ttf	(from https://bracketweb.com/zeinet-html/main-html/assets/vendors/zeinet-icons/style.css)
10:33:45	25448/25448	---M--	200	added ('OK')	font/woff	date:Tue,%2030%20Jan%202024%2023:57:34%20GMT	https://bracketweb.com/zeinet-html/main-html/assets/vendors/zeinet-icons/fonts/icomoon.woff?brhiak	D:/xampp/htdocs/Laravel/ISP-MS/bracketweb.com/zeinet-html/main-html/assets/vendors/zeinet-icons/fonts/icomoon71f6.woff	(from https://bracketweb.com/zeinet-html/main-html/assets/vendors/zeinet-icons/style.css)
10:33:46	92211/92211	---M-Z	200	added ('OK')	image/svg+xml	date:Tue,%2030%20Jan%202024%2023:57:34%20GMT	https://bracketweb.com/zeinet-html/main-html/assets/vendors/zeinet-icons/fonts/icomoon.svg?brhiak	D:/xampp/htdocs/Laravel/ISP-MS/bracketweb.com/zeinet-html/main-html/assets/vendors/zeinet-icons/fonts/icomoon71f6.svg	(from https://bracketweb.com/zeinet-html/main-html/assets/vendors/zeinet-icons/style.css)
10:33:46	54748/54748	---M--	200	added ('OK')	font/woff2	date:Tue,%2030%20Jan%202024%2023:57:34%20GMT	https://bracketweb.com/zeinet-html/main-html/assets/vendors/reey-font/reey-regular-webfont.woff2	D:/xampp/htdocs/Laravel/ISP-MS/bracketweb.com/zeinet-html/main-html/assets/vendors/reey-font/reey-regular-webfont.woff2	(from https://bracketweb.com/zeinet-html/main-html/assets/vendors/reey-font/stylesheet.css)
10:33:46	64336/64336	---M--	200	added ('OK')	font/woff	date:Tue,%2030%20Jan%202024%2023:57:34%20GMT	https://bracketweb.com/zeinet-html/main-html/assets/vendors/reey-font/reey-regular-webfont.woff	D:/xampp/htdocs/Laravel/ISP-MS/bracketweb.com/zeinet-html/main-html/assets/vendors/reey-font/reey-regular-webfont.woff	(from https://bracketweb.com/zeinet-html/main-html/assets/vendors/reey-font/stylesheet.css)
10:33:46	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2026%20Oct%202025%2004:33:47%20GMT	https://bracketweb.com/zeinet-html/main-html/assets/vendors/owl-carousel/owl.video.play.png	D:/xampp/htdocs/Laravel/ISP-MS/bracketweb.com/zeinet-html/main-html/assets/vendors/owl-carousel/owl.video.play.png	(from https://bracketweb.com/zeinet-html/main-html/assets/vendors/owl-carousel/owl.carousel.min.css)
10:33:47	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2026%20Oct%202025%2004:33:47%20GMT	https://bracketweb.com/zeinet-html/main-html/assets/vendors/images/icon/bx_loader.gif	D:/xampp/htdocs/Laravel/ISP-MS/bracketweb.com/zeinet-html/main-html/assets/vendors/images/icon/bx_loader.gif	(from https://bracketweb.com/zeinet-html/main-html/assets/vendors/bxslider/jquery.bxslider.css)
10:33:47	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2026%20Oct%202025%2004:33:47%20GMT	https://bracketweb.com/zeinet-html/main-html/assets/vendors/img/bx-slider/controls.png	D:/xampp/htdocs/Laravel/ISP-MS/bracketweb.com/zeinet-html/main-html/assets/vendors/img/bx-slider/controls.png	(from https://bracketweb.com/zeinet-html/main-html/assets/vendors/bxslider/jquery.bxslider.css)
10:33:47	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2026%20Oct%202025%2004:33:48%20GMT	https://bracketweb.com/zeinet-html/main-html/assets/vendors/vegas/overlays/02.png	D:/xampp/htdocs/Laravel/ISP-MS/bracketweb.com/zeinet-html/main-html/assets/vendors/vegas/overlays/02.png	(from https://bracketweb.com/zeinet-html/main-html/assets/vendors/vegas/vegas.min.css)
